CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
00.529.087/0001-99,Vita Metais Industria e Comercio de Pecas Para Veiculos Eireli,Vita Metais,do Ganchinho,153,,Umbara,Curitiba,PR,81930-165,vitametais@vitametais.com.br,(41) 3348-6746,Serviços Empresariais,"Serviços de usinagem, torneiria e solda",20/03/1995,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
05.552.509/0001-60,Soltec Comercio de Materiais e Equipamentos Industriais Eireli,Soltec,Terracota,185,Andar: 7; Sala: 705;,Ceramica,Sao Caetano do Sul,SP,09531-190,genaro@soltecsp.com.br,(11) 4177-1776,Materiais de Construção,Comércio atacadista de ferragens e ferramentas,27/02/2003,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 78800,00",
04.527.700/0001-90,Syrius Solucoes em Gestao de Riscos e Tecnologia Ltda,Syrius,Av Paulista,1765,Andar 3 Conj 31 Sala 02,Cerqueira Cesar,São Paulo,SP,01311-200,relacionamento@syriusnet.com.br,(11) 3285-5584,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",20/06/2001,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 719000,00",11-50
23.881.592/0001-01,Metalfisa Metalurgica Eireli,,R Maria Jose Assuncao,415,,Jardinopolis,Belo Horizonte,MG,30532-190,vendas@metalfisa.com.br,(31) 3057-9001,Fábricas e Indústrias,Fabricação de outros produtos de metal ,30/12/1987,Demais,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 350000,00",25
08.767.150/0001-37,Mutza Design Criacao e Editoracao Ltda,,R Deolicio Alves de Souza,116,,Butanta,São Paulo,SP,05545-200,mutza@mutza.com.br,,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",26/03/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
12.126.307/0001-12,Laager Tecnologias Sustentaveis Ltda.,,Doria,54,,Vila Alexandria,São Paulo,SP,04635-070,felipe@laager.com.br,(11) 5033-2850,Construção Civil,"Instalações hidráulicas, sanitárias e de gás",17/06/2010,Demais,Optante,Sociedade Empresária Limitada,"R$ 1500000,00",
05.030.501/0001-34,"Mikatos Industria, Comercio, Servicos e Importacao - Eireli",,Sao Judas,325,,Esplanada,Embu das Artes,SP,06817-170,financeiro@mikatos.com.br,(11) 4781-8001,Medicina e Saúde,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",15/04/2002,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
28.421.386/0001-24,Empresa Ferro Turismo Ltda,,Loc Mangarai,S/N,,Mangarai,Santa Leopoldina,ES,29640-000,transferro@transferroturismo.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",10/07/1984,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 265000,00",
04.147.613/0001-07,Art & Terra - Locacao de Equipamentos Ltda,,R Teixeira Mendes,819,,Uvaranas,Ponta Grossa,PR,84031-000,atendimento@arteeterra.com.br,(42) 3226-2853,Construção Civil,Obras de terraplenagem,07/11/2000,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
96.174.339/0001-83,Celtec Tecnologia de Telecomunicacoes e Comercio Ltda,,Av Moraes Sales,711,6 Andar,Centro,Campinas,SP,13010-001,celtec@celplan.com.br,(19) 3734-9754,Engenharia,Serviços de engenharia,27/01/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 852233,00",501-1.000
08.466.594/0001-32,Rafael Barroso da Silva Producoes Eireli,Pronto Promocoes e Eventos,Ary Barroso,70,Sala 211 - Torre 01,Papicu,Fortaleza,CE,60175-705,contato@prontoagencia.com.br,(85) 3017-7431,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",16/11/2006,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
06.007.493/0001-78,Personaliza Aluguel de Maquinas e Equipamentos Ltda,Personaliza Equipamentos,R Getulio Vargas,748,,Centro,Sertão,RS,99170-000,vendas@personalizars.com.br,(54) 3321-3699,Serviços Empresariais,"Aluguel de outras máquinas e equipamentos comerciais e industriais , sem operador",10/11/2003,Micro empresa,Excluído,Sociedade Empresária Limitada,,6
09.078.418/0001-96,Ed Assessoria Contabil,Ed Assessoria Contabil,R Lagoa Mundau,6,Conj Padre Bahuer,Praia do Coqueiral,Aracruz,ES,29199-351,edcontabilidade@edcontabilidade.com.br,(27) 99981-4899,Contabilidade,Atividades de contabilidade,11/09/2007,Micro empresa,Optante,Sociedade Simples Pura,"R$ 10000,00",
67.854.422/0001-03,Lico Consulting Negocios e Representacoes Eireli,Lico Motorsports,R Itaipu,587,Apto 42,Mirandopolis,São Paulo,SP,04052-010,atendimento@leopardoeditora.com.br,,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,13/05/1992,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 96000,00",
04.578.673/0001-84,Rose Petenucci Chocolates e Biscoitos Ltda,Rose Chocolate,R Elias Joaquim,55,,Pilarzinho,Curitiba,PR,82120-350,contato@rosepetenuci.com.br,(41) 3254-8338,Fábricas e Indústrias,Fabricação de biscoitos e bolachas,28/06/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",40
10.417.608/0001-70,Irmaos Silva Sales Ltda,Irmaos Silva Sales,Newton Belo,769,,Centro,Santa Luzia,MA,65390-000,financeiro@silvasalesconstrucoes.com.br,(98) 3653-3472,Atacado e Distribuição,Comércio atacadista de materiais de construção em geral,31/03/1986,Demais,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
10.843.960/0001-77,Urus Suprimentos Para Industria e Comercio Ltda,Urus Suprimentos Industriais,R Quaresmeira,89,,Centro,Cabreúva,SP,13315-000,vendas@urusequipamentos.com.br,,Materiais de Construção,Comércio varejista de ferragens e ferramentas,21/05/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
00.274.070/0001-38,Pai Mendonca Autopecas Ltda,Mendonca,Av Jose Soares Pinheiro,51,Terreoe Andar 1,Centro,Itabuna,BA,45600-097,contabilidade@paimendonca.com.br,(73) 3268-8842,Varejo,Comércio a varejo de peças e acessórios novos para veículos automotores,01/11/1994,Demais,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
73.713.539/0001-61,I P Ambientes Planejados Ltda,Moveis Pimentel,R das Paineiras,000251,Qd 66 Lt 18,Jardim Mariliza,Goiânia,GO,74885-340,mp@moveispimentel.com.br,,Fábricas e Indústrias,Fabricação de móveis com predominância de madeira,18/11/1993,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
29.827.505/0001-06,"Recicladores Comercio de Copos, Locacao e Servicos Ltda",Recicladores,Rui Barbosa,897,Unidade 02 Sala 07,Reduto,Belem,PA,66053-260,alex@recicladores.eco.br,(91) 99827-5807,Varejo,Comércio varejista de outros artigos de uso doméstico ,02/03/2018,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
35.753.920/0001-65,Sucesso Imoveis Prime de Friburgo Ltda,Sucesso Imoveis Prime,Fernando Bizzoto,63,Terreo.,Centro,Nova Friburgo,RJ,28613-040,chrisley@sucessoimoveis.com.br,(22) 2523-0284,Imobiliárias,Gestão e administração da propriedade imobiliária,06/07/1989,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 40000,00",
09.475.022/0001-82,Az11 Comercio de Vestuario Ltda,5511 Showroom,R Campo Verde,61,Conj 21,Jardim Paulistano,São Paulo,SP,01456-010,contato@5511showroom.com.br,(11) 3816-5501,Moda e Indústria Têxtil,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",04/04/2008,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 633089,00",
06.847.679/0001-35,Nissenlura Consultoria e Participacoes Ltda,,R Marques de Sao Vicente,99,Sala 601,Gavea,Rio de Janeiro,RJ,22451-041,nissenlura@nissenbaum.com.br,,Economia e Finanças,Outras atividades auxiliares dos serviços financeiros ,13/07/2004,Demais,Não optante,Sociedade Empresária Limitada,"R$ 39659800,00",
08.646.359/0001-42,Thoreos Consultoria Ltda.,,Oscar Niemeyer,222,Sala 404 Sala 405 Sala 407 Sala 408 Sala 409,Vale do Sereno,Nova Lima,MG,34006-049,contato@thoreos.com,(31) 3318-3760,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",12/02/2007,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 518000,00",
01.542.488/0001-41,Tachion Editora e Grafica Ltda,,R Santa Clara,552,,Vila Adyanna,São José dos Campos,SP,12243-630,atendimento@tachion.com.br,(12) 3921-0121,Mídia e Entretenimento,Edição de livros,11/11/1996,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
65.452.518/0001-01,Acronon Atividades Pedagogico Musicais e Comercial Ltda,Teca Oficina de Musica,R Capote Valente,423,,Jardim America,São Paulo,SP,05409-001,u003eteca@tecaoficinademusica.com.br,(11) 3064-2854,Educação,Ensino médio,17/01/1991,Micro empresa,Não optante,Sociedade Empresária Limitada,,
22.490.857/0001-70,Max Kit Comercial Ltda,Max Kit,Professora Clara Lima,154,Loja 04,Antonio Honorio,Vitoria,ES,29070-860,comercial@viperal.com.br,(27) 99907-7120,Materiais de Construção,Comércio varejista de vidros,20/05/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
85.325.363/0001-50,Cunhados Comercio de Auto Pecas Eletricas Ltda,,R Nicanor Alves Bueno,400,,Santa Maria,Lages,SC,88523-140,atendimento@cunhadospecas.com.br,(49) 2102-2433,Varejo,Comércio por atacado de peças e acessórios novos para veículos automotores,09/06/1992,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2800000,00",
10.275.954/0001-60,Aviatek Manutencao e Componentes Aeronauticos Ltda,Aviatek Manutencao e Componentes Aeronauticos,Marcelo Muller,205,,Jardim Independencia,São Paulo,SP,03223-060,renato.abreu@aviatek.com.br,(11) 98121-2458,Fábricas e Indústrias,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",12/08/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
10.829.956/0001-54,Paloma Cardoso Decoracao de Interiores e Reformas Ltda,,Francisco Alves,169,Sala 122,Jardim,Santo André,SP,09090-790,financeiro@palomacardoso.com.br,(11) 4424-1452,Decoração,Design de interiores,13/05/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 2040,00",
64.619.828/0001-05,Videohouse Producoes e Servicos - Eireli,,R Mamede Gomes da Silva,44,,Vila Mariana,São Paulo,SP,04139-050,velozo@videohouse.com.br,(11) 5581-8505,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,30/10/1990,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
02.707.466/0001-57,Mkg Consultoria e Treinamento Ltda,,R Floriano Peixoto,2520,,Alto da Boa Vista,Ribeirâo Preto,SP,14025-220,ostanel@mkg.com.br,(16) 3234-4369,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",31/07/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
01.784.825/0001-07,Acqua Marine Projetos e Sistemas Ltda,Am Projetos e Sistemas,R Euler,181,,Padre Eustaquio,Belo Horizonte,MG,30720-160,amprosistemas@amprosistemas.com.br,,Eletro-eletrônica,Consultoria em tecnologia da informação,15/04/1997,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
66.870.031/0001-01,Nutricell Nutrientes Celulares Ltda,,R Dimas de Toledo Piza,521,Casa,Jd.n.sra.auxiliadora,Campinas,SP,13075-570,atendimento@nutricell.com.br,(19) 3243-8305,Varejo,Comércio varejista de outros produtos ,02/09/1991,Demais,Não optante,Sociedade Empresária Limitada,,
09.157.419/0001-26,Jr Porto Importacao e Exportacao Ltda,Jr Porto Importacao e Exportacao Ltda,Marechal Deodoro,73,,Centro,Caceres,MT,78200-000,rporto@renosa.com.br,(65) 3619-1022,Varejo,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",29/10/2007,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 3000,00",
97.548.380/0001-35,Minas Contabil Escritorio de Contabilidade Ltda,Minas Contabil,R Heitor Clemente,135,,Centro,Itapeva,MG,37655-000,wilson@minascontabil.com.br,,Contabilidade,Atividades de contabilidade,13/07/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
19.605.112/0001-02,Empresas Pessim Eireli,,Av Brasil,302,,Novo Mundo,Cláudio,MG,35530-000,contato@empresaspessim.com.br,(37) 3381-1633,Metalúrgica e Mecânica,"Fabricação de produtos de trefilados de metal, exceto padronizados",28/04/1971,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 250000,00",12
21.267.491/0001-01,Twotigers Comunicacao e Marketing Eireli,,Aurelio Cibim,286,,Morada do Sol,Americana,SP,13470-220,renan@twotigers.com.br,(19) 3037-7837,Serviços Empresariais,Marketing direto,22/10/2014,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
07.579.254/0001-55,Roger Candido Representacoes de Pecas e Cia Ltda,Rc - Representacoes,General Osorio,344,Casa 5,Parque Balneario Poiares,Caraguatatuba,SP,11665-350,rogercandido@rcrepresentacao.com.br,(11) 4735-4042,Varejo,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",03/08/2005,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 2000,00",
26.941.292/0001-50,Agicargo - Logistica Empresarial Eireli,,Maurilio Bacega,2552,,Jardim das Palmeiras,Sertaozinho,SP,14177-290,wesley.teodoro@agicargobr.com,(16) 3041-5797,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",24/01/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 150000,00",
27.811.892/0001-67,Eduric Comercio e Industria de Artefatos de Cimento Ltda,,Rod Presidente Dutra,23850,Area e,Comendador Soares,Nova Iguaçu,RJ,26030-003,contato@grupoartsul.com.br,(21) 2657-5534,Materiais de Construção,Preparação de massa de concreto e argamassa para construção,23/08/1982,Demais,Não optante,Sociedade Empresária Limitada,"R$ 80000,00",198
59.425.140/0001-54,Vibrastop Comercial Ltda,,Mirandopolis,348,,Jd do Lago,Campinas,SP,13050-470,vibrastop@vibrastopbalanceamentos.com.br,(19) 3227-2381,Máquinas e Equipamentos,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,24/08/1988,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
74.635.376/0001-09,Advanced Assessoria e Cobranca S/c Ltda,,Av Mutinga,2469,Sala 16,Pirituba,São Paulo,SP,05110-000,advanced@advancedcontabil.com.br,(11) 3904-8900,Serviços Empresariais,Atividades de cobranças e informações cadastrais,30/05/1994,Micro empresa,Excluído,Sociedade Simples Limitada,,
08.290.164/0001-02,Establishment Labs Brasil Produtos Para Saude Ltda.,Motiva Brasil,Guilherme Dumont Villares,2450,Sala 32,Jardim Londrina,São Paulo,SP,05640-004,contato@motivaimplantes.com.br,(11) 3739-0195,Atacado e Distribuição,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",01/09/2006,Demais,Não optante,Sociedade Empresária Limitada,"R$ 7700000,00",
05.234.009/0001-80,Cirurgica 4 Materiais Cirurgicos e Hospitalares Ltda,,R Conde de Lages,44,"Sala 717, 718, 719, 720",Centro,Rio de Janeiro,RJ,20241-080,henrique.financeiro@cirurgica4.com.br,(21) 2127-8800,Medicina e Saúde,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",07/08/2002,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 800000,00",
11.504.591/0001-50,Twisted Promocoes e Eventos Ltda,,R Lopes Moreira,79,,Tatuape,São Paulo,SP,03401-010,atendimento@twisted.com.br,(11) 2093-3759,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",21/01/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 6000,00",
15.585.426/0001-21,Masp Brasil Participacao Ltda,Veloster Courrier,Presidente Vargas,435,Sal 1902,Centro,Rio de Janeiro,RJ,20071-003,maspbrasil@maspbrasil.com.br,(21) 2564-4257,Serviços Financeiros,"Outras sociedades de participação, exceto holdings",23/05/2012,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 30000,00",
03.419.772/0001-50,Mytime Group Comercio Eletronico Ltda,,Est do Engenho D'agua,1.330,Box 226,Anil,Rio de Janeiro,RJ,22765-240,atendimento@mytime.com.br,(21) 3329-3219,Varejo,Comércio varejista de artigos de relojoaria,21/09/1999,Demais,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
12.083.103/0001-41,Rocha Doces Ltda,Gulodice,Javorau,428,,Freguesia do O,São Paulo,SP,02732-000,contato@rochadoces.com.br,(11) 2925-2421,Alimentos e Bebidas,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",23/02/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
90.115.577/0001-31,Diferro Acos Especiais Ltda.,,R Pc Comendador Pietro Zanella,1245,Pavlh Nr.159-nr.209-nr375,Sao Jose,Caxias do Sul,RS,95043-670,diferro@diferro.com.br,,Atacado e Distribuição,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",16/10/1984,Demais,Não optante,Sociedade Empresária Limitada,,
15.127.257/0001-86,Cap7 Locacao e Servicos Eireli,,R Aviador Gil Guilherme,86,,Santana,São Paulo,SP,02012-130,frota@cap7.com.br,,Serviços Empresariais,Locação de automóveis sem condutor,30/01/2012,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 200000,00",
07.406.646/0001-12,Serra & Lar Imoveis Ltda,Serra & Lar Imoveis,R Augusto Pestana,171,,Centro,Canela,RS,95680-000,claudia@serraelar.com.br,(54) 3282-8795,Imobiliárias,Corretagem no aluguel de imóveis,24/05/2005,Micro empresa,Optante,Sociedade Empresária Limitada,,
18.179.847/0001-40,Fernandes & Fernandes Auditoria e Consultoria S/s Ltda,Fernandes & Fernandes,Doutor Luiz Migliano,1.110,9 Andar Conj. 903,Jardim Cabore,São Paulo,SP,05711-001,alan@ffauditoria.com.br,(11) 99498-4528,Contabilidade,Atividades de consultoria e auditoria contábil e tributária,23/05/2013,Demais,Optante,Sociedade Simples Limitada,"R$ 10000,00",
02.601.853/0001-04,Microtherm do Brasil Ltda,Microtherm do Brasil,R Jairo Gois,33,Conj: 41;,Bras,São Paulo,SP,03004-010,microtherm@microtherm.com.br,(11) 4163-2730,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",04/06/1998,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 287587,00",
05.008.749/0001-07,Pousada da Brigida Ltda,Pousada da Brigida,R Benigno Ribeiro,7,,Recanto Feliz,Campos do Jordão,SP,12460-000,pousadadabrigida@pousadadabrigida.com.br,(12) 3663-5233,"Hotéis, Motéis e Alojamentos",Hotéis,28/03/2002,Micro empresa,Optante,Empresário Individual,"R$ 10000,00",
