CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
07.861.936/0001-56,Climetal Clim Metalurgica Ltda,Climetal Clim Metalurgica,Av Marginal do Rio Baquirivu (prq Ind Ferreira Fernen,101,,Jardim Presidente Dutra,Guarulhos,SP,07172-490,qualidade@climetal.com.br,(11) 2279-5599,Fábricas e Indústrias,Fabricação de outras peças e acessórios para veículos automotores ,10/02/2006,Demais,Não optante,Sociedade Empresária Limitada,"R$ 90000,00",
04.144.959/0001-51,Tosi Comercio e Servicos Ltda em Recuperacao Judicial,,Brigadeiro Gaviao Peixoto,940,Sala 2,Lapa,São Paulo,SP,05078-000,contasapagar@industriastosi.com.br,(11) 4529-8900,Máquinas e Equipamentos,Comércio atacadista de outras máquinas e equipamentos ; partes e peças,24/10/2000,Demais,Não optante,Sociedade Empresária Limitada,"R$ 12000000,00",
15.227.927/0001-36,Ccx Brasil Participacoes S.a.,,Pr do Flamengo 154,.,Andar: 10;,Flamengo,Rio de Janeiro,RJ,22210-906,ri.ccx@ccx.com.br,,Serviços Financeiros,Holdings de instituições não-financeiras,20/03/2012,Demais,Não optante,Sociedade Anônima Fechada,"R$ 1000,00",
37.611.108/0001-20,Natalia Freitas Servicos Medicos Eireli,Natalia Freitas Servicos Medicos,Capote Valente,442,Apt 153,Pinheiros,São Paulo,SP,05409-001,natalia.freitas@hc.fm.usp.br,(11) 3283-3436,Medicina e Saúde,Atividade médica ambulatorial restrita a consultas,03/07/2020,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 105000,00",
37.450.669/0001-95,Fique Movel Servicos de Telecomunicacoes Ltda,Fique Movel,General Osorio,311,Sala 304,Centro,Timbo,SC,89120-000,luiz.bogo@redeunifique.com.br,(47) 3300-0800,Telecomunicações,Outras atividades de telecomunicações ,18/06/2020,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1300000,00",
15.998.008/0001-66,Zuf Fundicao Ltda,,R Pc dos Azevedos,122,Sala: 7;,Centro,Pitangui,MG,35650-000,rmsilva@grupozuf.com.br,(64) 3411-5983,Fábricas e Indústrias,Fundição de ferro e aço,05/05/1988,Demais,Não optante,Sociedade Empresária Limitada,"R$ 11497564,00",
01.427.123/0001-76,Mn Imoveis e Consultoria Ltda,Mn Imoveis,R Campinas de Brotas,209,Edf. Centro Comercia L Campinas de Brotas Sala 207,Brotas,Salvador,BA,40275-160,mauromn@mnimoveisba.com.br,,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,16/09/1996,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
08.267.115/0001-59,"Ah Promocoes, Eventos & Comercio Ltda",Ah! Promocoes,R Eng. Marcondes Ferraz,33,Loja 03 Pavimento Superior,Inacio Barbosa,Aracajú,SE,49041-090,wilton@ahpromocoes.com.br,(79) 3249-4243,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",01/09/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
28.867.421/0001-33,Clinica Life Abc Eireli,Clinica Life Abc,dos Andradas,188,,Vila Assuncao,Santo André,SP,09030-350,contato@clinicalifeabc.com,(11) 4437-3148,Medicina e Saúde,Atividades de fonoaudiologia,17/10/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95000,00",
02.642.723/0001-10,Mercoseg Administradora e Corretora de Seguros Ltda,,Av Coronel Nono Centeno,71,,Avenida,São Lourenço do Sul,RS,96170-000,mauro@mercoseg.com.br,,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",20/04/1998,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 6000,00",
14.851.845/0001-03,Lm Dantas Revendedora de Combustivel Ltda,Posto Ribeira,Av Duque de Caixas,39,,Ribeira,Natal,RN,59012-200,thiago@lmdantas.com.br,,Varejo,Comércio varejista de combustíveis para veículos automotores,04/01/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
26.462.979/0001-03,Rodofrota Armazens e Transporte Rodoviario de Carga Ltda,Rodofrota,Joao Bonifacio Correa,985,,Agua Branca,Sao Francisco do Sul,SC,89240-000,armazem.sfs@rodofrota.com.br,(47) 3449-0959,Transporte e Logística,Armazéns gerais - emissão de warrant,31/10/2016,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
01.346.123/0001-41,Palmeira Pastos e Plantas Ltda,,R Porto Alegre,120,,Itai,Eldorado do Sul,RS,92990-000,palmeirapastos@palmeirapastos.com.br,(51) 3481-4681,Atacado e Distribuição,"Comércio atacadista de sementes, flores, plantas e gramas",30/07/1996,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
08.853.382/0001-08,Vanessa Elisabete da Costa Corretora de Seguros - Eireli,,Albuquerque Lins,948,Andar 1 Sala 01,Campo Alegre,Pindamonhangaba,SP,12410-030,vanessa@vecseguros.net,(12) 3645-4346,Economia e Finanças,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde ",11/05/2007,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Simples),"R$ 100000,00",
04.596.125/0001-87,Peg Importacao e Comercio de Papeis Ltda,Rivapel,Av Presidente Wilson,2307,,Mooca,São Paulo,SP,03107-002,orsi@rivapel.com.br,(11) 2215-3955,Papel,Comércio atacadista de resíduos de papel e papelão,25/07/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 8640071,00",
00.937.055/0001-22,1 Linha Agencia de Servicos Ltda,The Flash,R Hermann Berndt,450,Sala 02,Industrial,Timbó,SC,89120-000,financeiro@flashservicos.com.br,(47) 3382-2884,Transporte e Logística,Serviços de entrega rápida,21/11/1995,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
05.102.134/0001-37,Instituto Educacional Guilherme Dorca S/s Ltda,Facthus Faculdade de Talentos Humanos,Av Joao Pinheiro,462,Sala: 2;,Centro,Uberlândia,MG,38400-124,coordenacaopos@facthus.edu.br,(34) 3311-7400,Educação,Educação superior - graduação e pós-graduação,14/06/2002,Demais,Não optante,Sociedade Simples Limitada,"R$ 12710000,00",201-500
09.074.319/0001-36,Destilaria Serra Ltda,Destilaria Serra,Faz Caldeirao/bem Posta,S/N,Km 5 Rod Mirand/berizal,Zona Rural,Berizal,MG,39555-000,vendas@destilariaserra.com.br,,Fábricas e Indústrias,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",27/08/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
09.072.283/0001-51,Gte Master Servicos Administrativos e Financeiros Ltda,,Av Palestina,123,Sala 03,Jd Flamboyant,Campinas,SP,13091-150,contato@contacondominio.com.br,(12) 3882-3100,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,05/09/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
12.454.862/0001-73,It's English - Curso de Idiomas Ltda.,It's English,R Panacu,133,,Vila Monumento,São Paulo,SP,04264-080,sac@itsenglish.com.br,,Educação,Ensino de idiomas,17/08/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
05.644.817/0001-16,Transconect Editora e Informatica Ltda,,R Pedro Mosquini,90,Sala A,Jardim Novo Oriente,Oriente,SP,17570-000,transconect@transconect.com.br,(48) 3242-1005,Mídia e Entretenimento,Edição de livros,13/05/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
25.302.579/0001-78,Ts Assessoria Publica e Empresarial Ltda,Ts Assessoria Contabil e Empresarial,Dom Guilherme Muller,509,Sala 06,Centro,Arroio do Tigre,RS,96950-000,tsassessoria@viavale.com.br,(51) 3747-1654,Serviços Empresariais,Atividades de contabilidade,15/07/2016,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 15000,00",
04.729.111/0001-94,Estudio Africa Levantamentos e Desenhos Sociedade Empresaria Ltda,,Liestal,60,Apt 42 Bloco B,Lauzane Paulista,São Paulo,SP,02442-020,contato@estudioafrica.com.br,(11) 4508-5210,Serviços Empresariais,Design de interiores,04/10/2001,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 250000,00",
30.511.551/0001-80,Irmaos Piccolo Servicos Hospitalares Ltda,Irmaos Piccolo,4,172,Sala 01,Setor Oeste,Goiania,GO,74110-140,drpaulo@drpaulopiccolo.com,(62) 3223-8122,Medicina e Saúde,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",21/05/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
10.788.839/0001-90,Prolivre Free Technology - Ltda,Prolivre - Free Technology,do Poeta,215,Apt 44 B,Jardim Julieta,São Paulo,SP,02161-160,rogerio.lima@prolivre.com.br,(11) 96559-7070,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",17/04/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 1000,00",
12.991.742/0001-05,Cimento Rio da Praia Grande Distribuidor de Materiais Para Construcao Ltda,Cimento Rio,R Santo Marinelli,150,,Jardim Real Ii,Praia Grande,SP,11711-565,cimentoriopg@cimentoriopraiagrande.com.br,,Materiais de Construção,Comércio atacadista de cimento,01/12/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
08.970.536/0001-41,Planeta Imaginario Baby Sitter Ltda,,Av Coronel Fernando Ferreira Leite,1540,Loja M 25,Jardim California,Ribeirâo Preto,SP,14026-020,jds@planetaimaginario.com.br,(16) 99218-7975,Serviços ao Consumidor,Outras atividades de serviços pessoais ,27/07/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
03.671.772/0001-43,Distribuidora Catarinense Ltda,,R Sao Ludgero,1641,Sala 01,Barreiros,São José,SC,88117-270,vendas@suportescatarinense.com.br,(48) 3246-1010,Atacado e Distribuição,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",01/03/2000,Micro empresa,Excluído,Sociedade Empresária Limitada,,
21.138.802/0001-32,Lab Consultoria e Desenvolvimento Ltda,,Av Domingos Alcino Dadalto,SN,Cxpst: 442;,I B C,Cachoeiro de Itapemirim,ES,29315-314,comercial@labapp.com.br,(28) 3036-3635,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,25/09/2014,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
01.269.655/0001-22,Mind Informatica Ltda,,Av Brino,101,Apt 302,Santa Maria Goretti,Porto Alegre,RS,91030-280,mind@mind.inf.br,,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,25/06/1996,Micro empresa,Optante,Sociedade Empresária Limitada,,
28.350.781/0001-63,Box Logistica Eireli,Box Logistica,R Palmeiras,850,Apt 602,Horto,Ipatinga,MG,35160-311,contato@boxlogistica.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",05/08/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 260000,00",
25.282.990/0001-29,Stedile Loja Eireli,Stedile Loja,Prof. Francisco Stedile,25,Sala 01,Estacao,Ascurra,SC,89138-000,stedileloja@tpa.com.br,(47) 3383-1843,Varejo,Comércio varejista de móveis,25/07/2016,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
35.915.464/0001-02,Sider Investimentos Ltda,,Tome de Souza,273,Sala 1409,Savassi,Belo Horizonte,MG,30140-130,afonso@metalsider.com.br,(31) 3539-9800,Economia e Finanças,"Outras sociedades de participação, exceto holdings",07/01/2020,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
64.324.981/0001-05,"Cooperativa de Consumo, Transporte Rodoviario e Locacao Ltda",Cooperauto,Av Mariza de Souza Mendes,1177,Terceiro Andar,Soledade,Ouro Branco,MG,36420-000,domingos@cooperauto.coop.br,(31) 3749-8000,Transporte e Logística,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",12/10/1990,Demais,Não optante,Cooperativa,,
24.064.182/0001-22,Haus4 Solucoes em Marketing Ltda,,Alvares Cabral,266,Sala 19,Centro,Marilia,SP,17501-100,haus4@haus4.com.br,(14) 99704-4298,Serviços Empresariais,Agências de publicidade,27/01/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
30.052.837/0001-45,Ra Contabilidade e Consultoria Empresarial Ltda,Ra Contabilidade,Campolino Alves,84,Sala 107,Capoeiras,Florianopolis,SC,88085-110,contabil@racontabilidade.net,(48) 3112-2400,Contabilidade,Atividades de contabilidade,27/03/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
01.764.484/0001-08,Restaurante Aoyamas Ltda,Aoyamas,R Bandeira Paulista,520,,Itaim Bibi,São Paulo,SP,04532-001,fabio@restauranteaoyama.com.br,(11) 3062-0885,Alimentos e Bebidas,Restaurantes e similares,25/02/1997,Demais,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
26.146.421/0001-19,Debora Benhossi,Mundo Obras e Desenhos,R Engenheiro Augusto de Figueiredo 707,707,Bloco H 1 A Ap12 e,Jardim Bom Sucesso,Campinas,SP,13045-905,mundo@mundoserv.com.br,(19) 3367-4126,Construção Civil,Serviços especializados para construção ,12/09/2016,Micro empresa,Optante,Empresário Individual,"R$ 10000,00",
27.398.801/0001-03,Ivana Distribuidora de Alimentos Eireli,,R Jose Augusto Arruda Botelho,518,,Jardim Maria Luiza,Bariri,SP,17250-000,carlos@alimentosivana.com.br,(14) 3662-6460,Atacado e Distribuição,Comércio atacadista de produtos alimentícios em geral,28/03/2017,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95000,00",
00.222.310/0001-50,Impressao Comercial Serigrafica e Display Eireli,Uv Press,R Custodio Cardoso,337,,Vila Cardoso Franco,São Paulo,SP,03978-040,atendimento@uvpress.com.br,,Mídia e Entretenimento,Impressão de material para outros usos,05/10/1994,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 72400,00",
08.065.471/0001-90,Hidroar Service Instalacoes Hidraulicas e Mecanicas Ltda,Hidroar,R Olimpia,20,,Jardim Turibio,Osasco,SP,06162-060,eliane@hidroarservice.com.br,(11) 3592-0422,Construção Civil,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",09/06/2006,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 1000,00",
26.495.518/0001-37,Huru Desenvolvimento de Sistemas Ltda,Huru Systems,Jose Maria da Luz,2747,Sala 305,Centro,Palhoca,SC,88131-000,ian.nazzari@hurusystems.com,(11) 4125-2345,Informática,Desenvolvimento de programas de computador sob encomenda,07/11/2016,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
68.728.088/0001-04,Plens Livraria e Papelaria Ltda,Plens Livraria e Papelaria,R Sao Clemente,237,,Botafogo,Rio de Janeiro,RJ,22260-001,plens@plens.com.br,(21) 2527-1587,Varejo,Comércio varejista de livros,14/01/1993,Micro empresa,Optante,Sociedade Empresária Limitada,,
07.268.812/0001-61,Construtora J Filhos Ltda,Construtora J Filhos,R Maria de Lourdes Ramos Goncalves,277,,Farolandia,Aracajú,SE,49031-060,contato@jfilhos.com.br,(79) 99801-0102,Construção Civil,Construção de edifícios,07/03/2005,Demais,Excluído,Sociedade Empresária Limitada,"R$ 4160000,00",
09.360.478/0001-05,Free Agent Assessoria Empresarial Ltda.,,Calc Procion,16,Andar 2,Alphaville,Santana de Parnaíba,SP,06541-060,jose.peixoto@enterprisefirst.com.br,(11) 99169-8286,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",08/02/2008,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",1-10
02.866.969/0001-75,Jet Avionics Equipamentos Aeronauticos Ltda,Jet Avionics,R Cel Joao Gaby,231,Terreo,Parque Jabaquara,São Paulo,SP,04342-040,avionicsday@jetavionics.com.br,,Fábricas e Indústrias,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",14/07/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",
68.811.702/0001-99,e R Mainardi & Cia Ltda,Hotel Monte Carlo,R Sete de Setembro,1905,,Centro,Uruguaiana,RS,97500-591,reservas@hotelmontecarlo.com.br,(55) 3411-2174,"Hotéis, Motéis e Alojamentos",Hotéis,04/03/1993,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
33.544.818/0001-24,Arapongas Mecanica Pesada Ltda,Retifica Arapongas,R Silva Vale,890,,Tomas Coelho,Rio de Janeiro,RJ,21370-360,comercial@arapongas.org,(21) 2577-3416,Fábricas e Indústrias,Manutenção e reparação de máquinas motrizes não-elétricas,10/10/1966,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5200000,00",73
06.150.325/0001-37,Roberta C. Bierlmeier & Cia. Ltda,,R Osvaldo Cruz,31,Sala 05,Americano,Lajeado,RS,95900-000,contato@r3produtora.com.br,(51) 3748-4293,Varejo,Comércio varejista de artigos fotográficos e para filmagem,09/03/2004,Micro empresa,Optante,Sociedade Empresária Limitada,,
10.194.080/0001-17,Imaginara Comercio e Comunicacao Ltda,,Martin Afonso,236,,Jardim Vila Galvao,Guarulhos,SP,07055-100,juliano@imaginaracomunicacao.com.br,(11) 2451-1422,Serviços Empresariais,Outras atividades de publicidade ,16/07/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
00.407.278/0001-88,Contac Contabilidade Eireli S/s,Contac,Av Oeste,319,,St Aeroporto,Goiânia,GO,74075-110,marketing@contacnet.com.br,,Serviços Empresariais,Atividades de contabilidade,25/01/1995,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Simples),"R$ 100000,00",
09.156.231/0001-63,Ibimagem - Diagnosticos Por Imagem Ltda,Ibimagem,R Quintino Bocaiuva,550,,Centro,Ibitinga,SP,14940-000,ibimagemitapolis@ibimagem.com.br,(16) 3341-5859,Medicina e Saúde,Serviços de tomografia,23/10/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 207900,00",
27.180.042/0001-08,Original Men Comercio e Servicos Ltda,Original Men,Norma Pieruccini Giannotti,141,Apt 242 - Torre B,Barra Funda,São Paulo,SP,01137-010,fernando.accacio@originalmen.com.br,(11) 99983-9951,Informática,"Portais, provedores de conteúdo e outros serviços de informação na Internet",23/02/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
35.934.488/0001-09,Usibrito Comercio e Industria Ltda,,R Comandante Vergueiro da Cruz,195,,Olaria,Rio de Janeiro,RJ,21021-020,comercial@usibrito.com.br,(21) 2561-6969,Fábricas e Indústrias,Fabricação de outros produtos de metal ,12/01/1990,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 50000,00",25
44.129.815/0001-40,Centro de Formacao de Condutores B Vila Zatt Ltda,,R Migeul de Castro,416,,V.pereira Barreto,São Paulo,SP,02950-000,atendimento@grupocamila.com.br,(11) 3977-7975,Educação,Formação de condutores,17/10/1974,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
35.810.662/0001-01,Comunicacao Estrategica Eireli,,R Barao do Flamengo,32,Apt 1001,Flamengo,Rio de Janeiro,RJ,22220-080,financeiro@estrategica.com.br,(11) 2122-8600,Serviços Empresariais,Agências de publicidade,16/04/1990,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Simples),,11-50
23.285.973/0001-10,Dama Necta Comercio e Confeccoes Ltda,Dama Necta,Borges,241,Sala 02,Parada Inglesa,São Paulo,SP,02247-000,contato@damanecta.com.br,(11) 2949-7492,Varejo,Comércio varejista de artigos do vestuário e acessórios,16/09/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
