CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
11.953.462/0001-40,Mway Solucoes Dinamicas Web Ltda,,Av Maria Joanna Escudeiro Ramos,295,,Jardim Florenza,Presidente Prudente,SP,19062-120,sergio@doway.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,12/05/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
10.420.751/0001-10,Easy.br Consultoria e Solucoes em Sistemas Ltda.,Easy Consulting & Solutions,Enxovia,472,Conj 1302 Andar 13,Vila Sao Francisco (zona Sul),São Paulo,SP,04711-030,administracao@easybr.com,(11) 3578-4116,Informática,Desenvolvimento de programas de computador sob encomenda,15/10/2008,Demais,Não optante,Sociedade Empresária Limitada,"R$ 35000,00",
94.037.009/0001-10,Cwi Informatica Ltda,Cwi Informatica,R Theodomiro Porto da Fonseca,3101,Edif 05 Andar 02,Duque de Caxias,São Leopoldo,RS,93020-080,pedro@cwi.com.br,(11) 5505-4852,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,11/06/1991,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,501-1.000
07.806.172/0001-04,Greenconcept Tecnologia Ltda,Gestao Sem Papel,Rudolf Dafferner,400,Edif Sao Paulo Sala 311,Boa Vista,Sorocaba,SP,18085-005,contato@greenconcept.com.br,(15) 3031-5555,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,01/12/2005,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
05.955.227/0001-04,Bplus Tecnologia Ltda,Bplus Tecnologia,Av Senador Salgado Filho,1385,Cjto 102,Guabirotuba,Curitiba,PR,81510-000,bplus@bplus.com.br,(41) 3296-9090,Informática,Desenvolvimento de programas de computador sob encomenda,27/10/2003,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 45000,00",11-50
27.515.552/0001-99,Two Go Business & Development Ltda,Two Go,Estela 515,515,Bloco e Conj 152,Vila Mariana,São Paulo,SP,04011-904,leonardo.santos@twogobusiness.com.br,(11) 3468-4850,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,11/04/2017,Demais,Optante,Sociedade Empresária Limitada,"R$ 93700,00",
64.034.655/0001-63,G2 Consultoria Ltda,G2 Tecnologia,Av Giovanni Gronchi,6195,Andar 14 Conj 1414,Vila Andrade,São Paulo,SP,05724-003,contato@g2informatica.com.br,(11) 3744-9697,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/11/1990,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
28.353.920/0001-02,Fabio Berger Emiliano da Silva Eireli,Ratieri,Sacramento,104,108 Terreo,Centro,Campinas,SP,13010-210,contato@ratieri.com.br,(19) 98822-2416,Informática,Desenvolvimento de programas de computador sob encomenda,07/08/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
17.834.106/0001-93,Infofluxo Solucoes Integradas em Sistemas Eireli,I F Solucoes Integradas,Av Jose Leandro da Cruz,SN,Quadra96 Lote 01/04 Sala 14 Galeria Ipe Center,Jardim Luz,Aparecida de Goiânia,GO,74900-000,wellington@infofluxo.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,14/03/2013,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 70000,00",
10.996.105/0001-04,Confitec Sistemas de Computacao Ltda,Confitec Sistemas de Computacao,Presidente Vargas,463,Andar: 10 - Parte;,Centro,Rio de Janeiro,RJ,20071-003,gfernandes@confitec.com.br,(21) 3032-9956,Informática,Desenvolvimento de programas de computador sob encomenda,20/07/2009,Demais,Excluído,Sociedade Simples Limitada,"R$ 5000,00",
13.890.755/0001-50,Eseye do Brasil Tecnologia da Informacao Ltda.,,Bela Cintra,756,Andar 6 Conj 62,Consolacao,São Paulo,SP,01415-002,alobato@eseye.com,(11) 97526-4433,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,01/06/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 914010,00",
29.945.840/0001-09,Upmeapp Tecnologia Ltda,Upme!,Jose Carlos Daux,4150,Sala 01 e 02,Saco Grande,Florianopolis,SC,88032-005,contato@upmeapp.com.br,(48) 98833-5992,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,15/03/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
11.340.562/0001-09,Software.com.br Informatica Ltda,,Av Francisco Matarazzo,404,Conj 102 Sala 1,Agua Branca,São Paulo,SP,05001-000,atendimento@softwarestore.com.br,(11) 2373-3665,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,18/11/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
00.745.812/0001-66,Alias Tecnologia S/a,Alias,R Joao Negrao,731,Andar 11 Sala 1107,Centro,Curitiba,PR,80010-200,contato@aliasnet.com.br,(41) 3151-0106,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,01/08/1995,Demais,Não optante,Sociedade Anônima Fechada,"R$ 882701,00",
12.993.270/0001-20,Bg Studios Tecnologia Ltda,Bg Studios,Av Getulio Vargas,221,Sala 703,Centro,Araruama,RJ,28970-000,bernardo@bernardocubric.com.br,(22) 2661-5889,Informática,Desenvolvimento de programas de computador sob encomenda,08/12/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 45000,00",
05.355.001/0001-72,Infoecia Software Ltda,Infoecia Software,Av Santos Dumont,505,Sala 204,Boa Vista,Londrina,PR,86039-090,contato@infoecia.com.br,(43) 3372-7700,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,25/10/2002,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
45.443.082/0001-87,Assesso Engenharia de Sistemas Ltda,,Calc das Margaridas,303,Andar 1 e 2,Condominio Centro Comercial Alphaville,Baruerí,SP,06453-038,administracao@assesso.com.br,(11) 4195-5535,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,05/02/1981,Demais,Não optante,Sociedade Empresária Limitada,,1K - 10K
26.749.615/0001-09,Mappa Servicos e Tecnologia Eireli,Mappa Tecnologia,Santos Dumont,2789,Sala 509,Aldeota,Fortaleza,CE,60150-165,murilocleandro@mappaservicos.com.br,(85) 3249-2023,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,21/12/2016,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
33.627.963/0001-79,Danilo Americo dos Santos Servicos de Engenharia Eireli,,Bernardo Vieira de Melo,5276,,Candeias,Jaboatao dos Guararapes,PE,54440-620,danilo@visolux.com.br,(81) 99820-3955,Engenharia,Serviços de desenho técnico relacionados à arquitetura e engenharia,15/05/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
18.053.925/0001-66,Conecto Consultoria Ltda.,Conecto,das Anemonas,72,,Centro Comercial Alphaville,Barueri,SP,06453-005,conecto@conecto.com.br,(11) 4191-0901,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,06/05/2013,Demais,Excluído,Sociedade Empresária Limitada,"R$ 50000,00",
19.324.651/0001-65,Conta & Bytes Ltda,,Jaguare,186,"Apt 101 Bloco 02, Pico da Bandeira",Jaguare,São Paulo,SP,05344-030,contabilidade@suppery.com.br,(11) 99714-1304,Informática,Desenvolvimento de programas de computador sob encomenda,27/11/2013,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
04.428.204/0001-89,Superbid Webservices Ltda,,Av Engenheiro Luiz Carlos Berrini,105,Andar 4 Parte,Cidade Moncoes,São Paulo,SP,04571-010,cac@canaljudicial.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,08/05/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 137096,00",
19.425.113/0001-67,Kedon Marketing e Design Digital Eireli,Kedon,Rua Conselheiro Agostinho,78,Apt 107 - Parte,Todos Os Santos,Rio de Janeiro,RJ,20770-160,valdenir@kedon.com.br,(21) 3178-2210,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,17/12/2013,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
02.680.355/0001-02,Bitworld & Sistemas Ltda,Bitworld & Sistemas Ltda.,Tv do Amorim,66,Sala 03,Recife,Recife,PE,50030-070,alexandresoares@bitworld.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,03/08/1998,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
14.971.811/0001-44,Eventials Servicos Online Ltda,,Brigadeiro Faria Lima,1993,Andar 7 Cond 74,Jardim Paulistano,São Paulo,SP,01452-001,financeiro@eventials.com,(11) 3544-0444,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,26/01/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 9262,00",
06.043.404/0001-49,Ebds Sao Paulo Informatica Ltda,,R Butanta,461,Conj 53/54,Pinheiros,São Paulo,SP,05424-140,fercunha@ebds.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,20/11/2003,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
01.111.421/0001-52,Mocatu Servicos de Informatica Ltda,,R Coronel Moreira Cesar,126,Apt 803,Icarai,Niterói,RJ,24230-062,rh@mocatu.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,19/03/1996,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 8000,00",
01.083.012/0001-90,At&m Alta Tecnologia e Metodos Ltda,,R Bernardino de Campos,601,1 e 2 Pavimento,Centro,Indaiatuba,SP,13330-260,gislene@atmtec.com.br,(19) 3885-2000,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,27/02/1996,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,"R$ 360000,00",
05.519.092/0001-34,Web Master Brasil Informatica Ltda,,R Treze de Maio,99,,Centro,Atibaia,SP,12940-720,info@albaitimoveis.com.br,(11) 5012-2772,Informática,Desenvolvimento de programas de computador sob encomenda,20/02/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 600000,00",
04.528.001/0001-64,Ss Solucao Sistemas Ltda,Solucao Sistemas,Tiburcio Cavalcante,2569,,Dionisio Torres,Fortaleza,CE,60125-101,lucas@solucaosistemas.net,(85) 3307-6262,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/06/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 22000,00",
10.227.276/0001-60,Varitus Brasil Eireli,Varitus Brasil,R Coronel Andre Ulson Junior,250,Andar 8 Sala 83 Edif Pedra Verde,Centro,Araras,SP,13600-690,mario.michielin@varitus.com.br,(19) 3508-0545,Informática,Desenvolvimento de programas de computador sob encomenda,28/07/2008,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 63000,00",11-50
07.625.710/0001-56,Apassos Consultoria em Informatica Ltda,Aps Consultoria em Informatica,Av Djalma Batista,1719,Cond Atlantic Tower Sala 409 e 410 Torre Bussiness 4 Andar,Chapada,Manaus,AM,69050-010,raimundo.porfirio@apassos.com.br,(92) 3659-3582,Informática,Desenvolvimento de programas de computador sob encomenda,15/09/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 60000,00",51-200
57.865.511/0001-93,Baliza Consultoria em Informatica Ltda,,R Embuacu,625,Sala 5,Vila Mariana,São Paulo,SP,04118-080,vlamir@balizaconsult.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,27/08/1987,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
08.323.197/0001-01,Mobilecard Servicos de Processamento de Dados Ltda,Mobilecard,R Araxa,500,,Rezende Junqueira,Uberlândia,MG,38400-404,andre@mobilecard.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,29/09/2006,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
08.436.587/0001-98,Tatico Sistemas de Gestao Ltda,Tatico Sistemas,R Georgi Elias Dayoub Wassouf,57,Conj 17 Andar 1,Novo Mundo,Curitiba,PR,81020-092,hnetzka@ghn.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,08/11/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",1-10
08.853.115/0001-30,Savoir Tecnologia e Desenvolvimento de Software Ltda,Savoir,Tv Doutor Leopoldo,56,,Jardim Europa,São Paulo,SP,04536-060,gabriela@savoir.com.br,(11) 3079-1133,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,07/05/2007,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",11-50
08.007.704/0001-06,Norberto Silva Informatica Ltda,,Gregorio Allegri,100,Edif Andorra Bloco 1 Apt 93,Vila das Belezas,São Paulo,SP,05842-070,norberto@norbertosilva.com,(16) 99234-5111,Informática,Desenvolvimento de programas de computador sob encomenda,08/05/2006,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
06.175.014/0001-22,Visao Virtual Informatica e Assessoria Ltda,,Olegario Maciel,561,Sala 203 - Parte,Barra da Tijuca,Rio de Janeiro,RJ,22621-200,edcoelho@visaovirtual.com.br,(21) 2111-9001,Informática,Desenvolvimento de programas de computador sob encomenda,17/02/2004,Micro empresa,Optante,Sociedade Simples Limitada,,
15.009.370/0001-67,Cliky Tecnologia e Informatica Ltda,Cliky Tecnologia,Jeronimo A. Coimbra,20,Quadra04 Lote 03,Jardim Eleonora,Rio Verde,GO,75907-620,welther@cliky.com.br,(64) 99249-4343,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,30/01/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
12.383.556/0001-93,Startnow Solucoes Digitais Ltda,Tazzoom Creative,R Campo Largo,664,,Mooca,São Paulo,SP,03186-010,diego@ciaiberica.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,02/08/2010,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
04.490.291/0001-02,Mundiware Systems Ltda,,das Americas,19005,Blc 001 Sal 0520,Recreio dos Bandeirantes,Rio de Janeiro,RJ,22790-703,adm@mundiware.com,(21) 3042-8443,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,07/06/2001,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 45000,00",
32.141.036/0001-81,4 Nkey Solucoes Tecnologicas Ltda,Nkey,Pastor William Richard Schisler Filho,452,Loja 03 Terreo,Itacorubi,Florianopolis,SC,88034-100,daniel@nkey.com.br,(11) 97553-0554,Informática,Desenvolvimento de programas de computador sob encomenda,29/11/2018,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 4000,00",
07.883.221/0001-02,"Urja Social - Tecnologia, Gestao e Operacao Ltda.",,R do Apolo,181,Sala Me 16,Recife Antigo,Recife,PE,50030-220,contato@essencecuidados.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,13/03/2006,Demais,Não optante,Sociedade Empresária Limitada,"R$ 800000,00",
18.598.526/0001-80,Agroroxa Tecnologia em Agronegocios Ltda,,R Sao Salvador,1665,Apt 101,Jardim Paulista,Americana,SP,13468-280,contato@equinogestor.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,01/08/2013,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
68.617.059/0001-67,Rhythmus Informatica Ltda,,R Senhor dos Passos,105,Sala 701,Centro,Rio de Janeiro,RJ,20061-013,faleconosco@rhythmus.com.br,(21) 2252-7000,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,28/08/1992,Micro empresa,Optante,Sociedade Simples Limitada,,
06.372.324/0001-37,"Sette - Integradora de Servicos, Tecnologia e Telecom - Eireli",Sette,R Tres Pontas,469,: e 499;,Carlos Prates,Belo Horizonte,MG,30710-560,erika.parreiras@sette.inf.br,(31) 3055-2848,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,29/03/2004,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
34.519.084/0001-96,Pyxeralia Desenvolvimento de Jogos Ltda,Pyxeralia,Intendente Joao Nunes Vieira,518,Apt 202,Ingleses,Florianopolis,SC,88058-100,contact@pyxeralia.com,(48) 99155-9182,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,13/08/2019,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
07.807.732/0001-37,Ivarejo Plataforma de Recebiveis S.a.,,R Comandante Rubens Silva,292,Sala 507,Freguesia (jacarepagua),Rio de Janeiro,RJ,22745-282,atendimento@ibuy.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,26/01/2006,Demais,Não optante,Sociedade Anônima Fechada,"R$ 12315500,00",11-50
18.818.059/0001-57,Focosys Tecnologia e Gestao Ltda,,Alvaro Macedo,125,Sala: 38;,Centro,Camaqua,RS,96180-000,ricardo.martins@focosys.com.br,(51) 3671-9366,Informática,Desenvolvimento de programas de computador sob encomenda,02/09/2013,Demais,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
35.518.768/0001-36,Hogrid Servicos Tecnologicos Ltda,Hogrid,Francisco Raitani,6482,Apt 105 Andar 10 Cond New Residence Ed,Capao Raso,Curitiba,PR,81110-070,contact@hogrid.com,(41) 98829-6832,Informática,Desenvolvimento de programas de computador sob encomenda,14/11/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
08.787.115/0001-80,Premier Sistema Ambiental e Integrado Ltda,Ti - Tecnologia,R Presidente Backer,155,Apt 203,Icarai,Niterói,RJ,24220-045,rh@legnet.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/03/2007,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 20000,00",
05.247.699/0001-02,Vannon Direct Servicos Ltda,,Av Jabaquara,2049,"Conj 32,34 A 36 Pavmto3",Saude,São Paulo,SP,04045-003,atendimento@ecommercerto.com.br,(11) 3136-0815,Informática,Desenvolvimento de programas de computador sob encomenda,12/08/2002,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,"R$ 10000,00",
04.819.665/0001-82,Face Digital Desenvolvimento de Sistemas Ltda,Face Digital,R Presidente Prudente de Moraes,1165,Sala 03,Santo Antonio,Joinville,SC,89218-000,marciel@facedigital.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,13/12/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 20000,00",11-50
